season_id,game_id,date,team,opponent_team,is_home,player,minutes,starter,points,fgm,fga,3pm,3pa,ftm,fta,oreb,dreb,rebounds,assists,turnovers,steals,blocks,fouls,plus_minus,dnp_reason
MH-2025,G003,2025-12-11,River City Rapids,Lakeshore Lynx,0,Taylor Johnson,24,1,3,1,7,0,2,1,2,0,5,5,1,2,1,0,3,-1,
MH-2025,G003,2025-12-11,River City Rapids,Lakeshore Lynx,0,Morgan Kim,40,1,16,6,12,0,2,4,5,2,5,7,3,7,2,1,4,-3,
MH-2025,G003,2025-12-11,River City Rapids,Lakeshore Lynx,0,Riley Brown,40,1,8,4,11,0,2,0,0,2,4,6,5,2,0,2,2,-1,
MH-2025,G003,2025-12-11,River City Rapids,Lakeshore Lynx,0,Cameron Martinez,27,1,3,1,8,1,2,0,1,0,5,5,0,2,0,0,3,2,
MH-2025,G003,2025-12-11,River City Rapids,Lakeshore Lynx,0,Drew Lopez,9,0,0,0,3,0,0,0,0,0,1,1,2,0,0,0,2,0,
MH-2025,G004,2025-12-14,River City Rapids,Lakeshore Lynx,1,Alex Nguyen,40,1,15,5,6,1,1,4,4,0,4,4,6,3,1,0,3,7,
MH-2025,G004,2025-12-14,River City Rapids,Lakeshore Lynx,1,Jordan Patel,34,1,10,5,10,0,2,0,1,0,5,5,0,3,0,0,4,-2,
MH-2025,G004,2025-12-14,River City Rapids,Lakeshore Lynx,1,Casey Garcia,16,0,2,1,1,0,0,0,0,0,3,3,0,1,1,0,1,-3,
MH-2025,G004,2025-12-14,River City Rapids,Lakeshore Lynx,1,Taylor Johnson,14,0,10,4,6,1,1,1,3,0,0,0,2,0,0,0,1,1,
MH-2025,G004,2025-12-14,River City Rapids,Lakeshore Lynx,1,Morgan Kim,40,1,21,10,18,0,4,1,2,0,1,1,4,3,1,0,9,0,
MH-2025,G004,2025-12-14,River City Rapids,Lakeshore Lynx,1,Riley Brown,32,1,17,7,14,1,2,2,2,0,9,9,6,1,0,2,4,-2,
MH-2025,G004,2025-12-14,River City Rapids,Lakeshore Lynx,1,Cameron Martinez,7,0,2,0,3,0,1,2,2,1,2,3,0,0,0,0,1,-3,
MH-2025,G004,2025-12-14,River City Rapids,Lakeshore Lynx,1,Drew Lopez,17,1,0,0,2,0,0,0,0,1,0,1,2,0,2,0,1,6,
MH-2025,G004,2025-12-14,Lakeshore Lynx,River City Rapids,0,Elliot Green,20,0,9,4,5,0,1,1,1,0,2,2,3,2,0,0,3,2,
MH-2025,G004,2025-12-14,Lakeshore Lynx,River City Rapids,0,Emerson Adams,32,1,17,8,9,0,1,1,1,1,7,8,4,1,2,2,3,-1,
MH-2025,G004,2025-12-14,Lakeshore Lynx,River City Rapids,0,Kai Baker,38,1,15,6,6,1,1,2,2,1,3,4,3,4,3,0,1,4,
MH-2025,G004,2025-12-14,Lakeshore Lynx,River City Rapids,0,Jules Nelson,22,1,8,4,5,0,1,0,1,0,3,3,1,1,1,0,1,0,
MH-2025,G004,2025-12-14,Lakeshore Lynx,River City Rapids,0,Marley Carter,40,1,18,7,16,1,1,3,3,2,7,9,8,2,0,0,5,0,
MH-2025,G004,2025-12-14,Lakeshore Lynx,River City Rapids,0,Sage Mitchell,25,1,9,4,6,1,1,0,0,0,1,1,0,2,1,1,3,2,
MH-2025,G004,2025-12-14,Lakeshore Lynx,River City Rapids,0,Spencer Perez,14,0,4,1,1,0,0,2,2,0,2,2,0,0,2,1,0,-4,
MH-2025,G004,2025-12-14,Lakeshore Lynx,River City Rapids,0,Dakota Roberts,9,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,
MH-2025,G005,2025-12-17,Lakeshore Lynx,River City Rapids,1,Elliot Green,32,1,14,7,16,0,1,0,5,3,5,8,5,3,1,1,3,3,
MH-2025,G005,2025-12-17,Lakeshore Lynx,River City Rapids,1,Emerson Adams,21,0,4,2,8,0,0,0,0,0,3,3,1,2,0,0,1,1,
MH-2025,G005,2025-12-17,Lakeshore Lynx,River City Rapids,1,Kai Baker,40,1,20,9,19,0,3,2,2,0,5,5,7,8,1,0,4,1,
MH-2025,G005,2025-12-17,Lakeshore Lynx,River City Rapids,1,Jules Nelson,26,1,9,4,9,0,1,1,3,0,1,1,1,1,1,1,3,0,
MH-2025,G005,2025-12-17,Lakeshore Lynx,River City Rapids,1,Marley Carter,40,1,20,10,19,0,2,0,0,2,9,11,7,2,1,1,5,2,
MH-2025,G005,2025-12-17,Lakeshore Lynx,River City Rapids,1,Sage Mitchell,10,0,0,0,0,0,0,0,0,1,1,2,1,0,0,2,1,0,
MH-2025,G005,2025-12-17,Lakeshore Lynx,River City Rapids,1,Spencer Perez,31,1,7,3,3,0,0,1,1,0,4,4,1,1,1,0,2,1,
MH-2025,G005,2025-12-17,Lakeshore Lynx,River City Rapids,1,Dakota Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OUT - Injury
MH-2025,G005,2025-12-17,River City Rapids,Lakeshore Lynx,0,Alex Nguyen,40,1,6,2,11,2,4,0,2,0,5,5,7,3,2,0,0,-3,
MH-2025,G005,2025-12-17,River City Rapids,Lakeshore Lynx,0,Jordan Patel,38,1,15,6,17,3,6,0,3,1,11,12,2,1,0,0,2,0,
MH-2025,G005,2025-12-17,River City Rapids,Lakeshore Lynx,0,Casey Garcia,38,1,13,6,14,1,8,0,4,0,4,4,4,4,3,0,4,7,
MH-2025,G005,2025-12-17,River City Rapids,Lakeshore Lynx,0,Taylor Johnson,22,1,12,5,11,1,3,1,1,0,4,4,1,0,0,0,4,-6,
MH-2025,G005,2025-12-17,River City Rapids,Lakeshore Lynx,0,Morgan Kim,19,0,12,4,7,1,2,3,4,0,3,3,0,1,0,0,0,0,
MH-2025,G005,2025-12-17,River City Rapids,Lakeshore Lynx,0,Riley Brown,20,0,3,1,4,1,2,0,2,1,1,2,3,1,1,0,1,-3,
MH-2025,G005,2025-12-17,River City Rapids,Lakeshore Lynx,0,Cameron Martinez,21,1,9,3,10,3,3,0,1,1,4,5,0,1,0,0,2,1,
MH-2025,G005,2025-12-17,River City Rapids,Lakeshore Lynx,0,Drew Lopez,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,
MH-2025,G006,2025-12-20,River City Rapids,Desert Mesa Meteors,1,Alex Nguyen,40,1,9,4,13,1,4,0,3,1,6,7,7,2,2,2,1,6,
MH-2025,G006,2025-12-20,River City Rapids,Desert Mesa Meteors,1,Jordan Patel,23,1,17,6,14,2,4,3,4,2,3,5,1,2,1,0,5,4,
MH-2025,G006,2025-12-20,River City Rapids,Desert Mesa Meteors,1,Casey Garcia,40,1,14,6,11,1,2,1,3,1,5,6,7,1,0,0,1,11,
MH-2025,G006,2025-12-20,River City Rapids,Desert Mesa Meteors,1,Taylor Johnson,40,1,29,11,15,5,8,2,3,1,6,7,3,1,2,0,2,8,
MH-2025,G006,2025-12-20,River City Rapids,Desert Mesa Meteors,1,Morgan Kim,19,0,5,2,7,0,0,1,1,1,2,3,2,0,0,0,3,5,
MH-2025,G006,2025-12-20,River City Rapids,Desert Mesa Meteors,1,Riley Brown,25,1,6,3,4,0,0,0,0,0,4,4,2,0,0,3,2,5,
MH-2025,G006,2025-12-20,River City Rapids,Desert Mesa Meteors,1,Cameron Martinez,10,0,2,1,4,0,2,0,0,0,3,3,0,3,0,0,1,4,
MH-2025,G006,2025-12-20,River City Rapids,Desert Mesa Meteors,1,Drew Lopez,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,
MH-2025,G006,2025-12-20,Desert Mesa Meteors,River City Rapids,0,Finley Turner,31,1,12,5,10,0,3,2,2,1,5,6,3,1,3,0,3,-9,
MH-2025,G006,2025-12-20,Desert Mesa Meteors,River City Rapids,0,Harper Phillips,40,1,7,3,6,0,3,1,1,1,5,6,5,2,3,0,2,-10,
MH-2025,G006,2025-12-20,Desert Mesa Meteors,River City Rapids,0,Kendall Campbell,18,0,5,2,4,0,0,1,1,0,2,2,3,4,1,0,2,-1,
MH-2025,G006,2025-12-20,Desert Mesa Meteors,River City Rapids,0,Micah Parker,22,1,8,3,7,1,2,1,1,0,3,3,7,3,0,0,2,-4,
MH-2025,G006,2025-12-20,Desert Mesa Meteors,River City Rapids,0,Noah Evans,35,1,11,5,17,1,2,0,1,0,6,6,1,0,0,0,4,-12,
MH-2025,G006,2025-12-20,Desert Mesa Meteors,River City Rapids,0,Sam Edwards,29,1,5,2,3,0,0,1,1,0,5,5,2,1,0,0,3,-5,
MH-2025,G006,2025-12-20,Desert Mesa Meteors,River City Rapids,0,Alex Patel,12,0,4,2,3,0,0,0,0,1,0,1,1,0,0,0,1,-6,
MH-2025,G006,2025-12-20,Desert Mesa Meteors,River City Rapids,0,Jordan Nguyen,13,0,3,1,3,0,0,1,1,0,2,2,0,0,0,0,1,1,
MH-2025,G007,2025-12-23,Desert Mesa Meteors,River City Rapids,1,Finley Turner,34,1,9,4,10,1,5,0,0,2,5,7,4,2,2,0,1,-5,
MH-2025,G007,2025-12-23,Desert Mesa Meteors,River City Rapids,1,Harper Phillips,25,1,18,6,6,3,3,3,3,0,3,3,5,0,0,0,2,-4,
MH-2025,G007,2025-12-23,Desert Mesa Meteors,River City Rapids,1,Kendall Campbell,17,0,4,1,3,0,0,2,2,1,5,6,1,0,0,0,1,0,
MH-2025,G007,2025-12-23,Desert Mesa Meteors,River City Rapids,1,Micah Parker,15,0,4,2,8,0,0,0,0,0,2,2,2,1,0,0,0,0,
MH-2025,G007,2025-12-23,Desert Mesa Meteors,River City Rapids,1,Noah Evans,40,1,23,9,20,2,4,3,3,0,12,12,8,3,2,0,3,-1,
MH-2025,G007,2025-12-23,Desert Mesa Meteors,River City Rapids,1,Sam Edwards,13,0,1,0,1,0,0,1,2,1,2,3,0,0,0,0,2,2,
MH-2025,G007,2025-12-23,Desert Mesa Meteors,River City Rapids,1,Alex Patel,37,1,4,2,4,0,1,0,0,1,7,8,4,2,2,1,4,-2,
MH-2025,G007,2025-12-23,Desert Mesa Meteors,River City Rapids,1,Jordan Nguyen,19,1,6,3,7,0,0,0,0,0,1,1,0,0,0,0,1,0,
MH-2025,G007,2025-12-23,River City Rapids,Desert Mesa Meteors,0,Alex Nguyen,31,1,2,0,7,0,2,2,2,0,1,1,9,0,0,1,3,1,
MH-2025,G007,2025-12-23,River City Rapids,Desert Mesa Meteors,0,Jordan Patel,29,1,14,5,7,1,1,3,6,3,1,4,2,6,0,0,3,2,
MH-2025,G007,2025-12-23,River City Rapids,Desert Mesa Meteors,0,Casey Garcia,31,1,12,4,6,1,2,3,3,1,3,4,1,1,0,0,1,2,
MH-2025,G007,2025-12-23,River City Rapids,Desert Mesa Meteors,0,Taylor Johnson,22,0,19,7,12,1,2,4,4,0,5,5,2,0,1,0,2,2,
MH-2025,G007,2025-12-23,River City Rapids,Desert Mesa Meteors,0,Morgan Kim,23,1,12,5,6,1,1,1,1,1,4,5,2,1,2,0,2,4,
MH-2025,G007,2025-12-23,River City Rapids,Desert Mesa Meteors,0,Riley Brown,20,0,8,3,4,1,2,1,1,0,3,3,1,1,0,1,0,3,
MH-2025,G007,2025-12-23,River City Rapids,Desert Mesa Meteors,0,Cameron Martinez,15,0,3,1,3,0,0,1,1,1,3,4,2,2,0,0,2,1,
MH-2025,G007,2025-12-23,River City Rapids,Desert Mesa Meteors,0,Drew Lopez,29,1,6,3,8,0,0,0,0,1,4,5,3,3,0,0,0,-1,
MH-2025,G008,2025-12-26,River City Rapids,Desert Mesa Meteors,1,Alex Nguyen,35,1,13,6,9,0,3,1,2,0,7,7,3,3,1,0,4,7,
MH-2025,G008,2025-12-26,River City Rapids,Desert Mesa Meteors,1,Jordan Patel,40,1,17,7,12,0,5,3,3,0,4,4,3,6,0,0,0,10,
MH-2025,G008,2025-12-26,River City Rapids,Desert Mesa Meteors,1,Casey Garcia,26,1,26,12,14,1,3,1,1,1,3,4,2,2,2,1,2,13,
MH-2025,G008,2025-12-26,River City Rapids,Desert Mesa Meteors,1,Taylor Johnson,19,0,7,3,8,1,4,0,0,0,6,6,1,2,1,1,1,9,
MH-2025,G008,2025-12-26,River City Rapids,Desert Mesa Meteors,1,Morgan Kim,29,1,18,6,6,0,0,6,6,0,10,10,3,4,2,0,4,10,
MH-2025,G008,2025-12-26,River City Rapids,Desert Mesa Meteors,1,Riley Brown,25,1,2,1,4,0,0,0,0,1,1,2,4,0,2,0,2,4,
MH-2025,G008,2025-12-26,River City Rapids,Desert Mesa Meteors,1,Cameron Martinez,11,0,3,1,4,1,2,0,0,1,2,3,0,0,0,0,1,0,
MH-2025,G008,2025-12-26,River City Rapids,Desert Mesa Meteors,1,Drew Lopez,15,0,2,1,3,0,1,0,0,0,0,0,2,1,0,0,0,6,
MH-2025,G008,2025-12-26,Desert Mesa Meteors,River City Rapids,0,Finley Turner,25,1,8,4,6,0,2,0,2,0,2,2,1,1,0,0,0,-9,
MH-2025,G008,2025-12-26,Desert Mesa Meteors,River City Rapids,0,Harper Phillips,40,1,12,6,9,0,0,0,0,1,5,6,4,2,2,1,4,-9,
MH-2025,G008,2025-12-26,Desert Mesa Meteors,River City Rapids,0,Kendall Campbell,40,1,8,4,12,0,1,0,1,4,8,12,4,2,5,0,10,-9,
MH-2025,G008,2025-12-26,Desert Mesa Meteors,River City Rapids,0,Micah Parker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OUT - Injury
MH-2025,G008,2025-12-26,Desert Mesa Meteors,River City Rapids,0,Noah Evans,40,1,18,9,18,0,0,0,1,2,4,6,5,6,0,1,3,-10,
MH-2025,G008,2025-12-26,Desert Mesa Meteors,River City Rapids,0,Sam Edwards,6,0,0,0,2,0,0,0,1,1,0,1,1,1,0,1,0,-9,
MH-2025,G008,2025-12-26,Desert Mesa Meteors,River City Rapids,0,Alex Patel,21,0,8,4,5,0,0,0,0,1,1,2,3,1,0,1,0,-3,
MH-2025,G008,2025-12-26,Desert Mesa Meteors,River City Rapids,0,Jordan Nguyen,28,1,9,4,8,0,1,1,1,1,10,11,4,0,0,0,1,-8,
MH-2025,G009,2025-12-29,Pine Valley Pioneers,Lakeshore Lynx,1,Quinn Anderson,40,1,14,4,8,2,2,4,5,1,8,9,4,1,1,0,3,1,
MH-2025,G009,2025-12-29,Pine Valley Pioneers,Lakeshore Lynx,1,Avery Clark,21,1,11,4,7,1,3,2,2,0,2,2,2,1,1,0,1,1,
MH-2025,G009,2025-12-29,Pine Valley Pioneers,Lakeshore Lynx,1,Parker Lewis,40,1,17,6,19,1,3,4,4,3,5,8,3,2,0,1,7,7,
MH-2025,G009,2025-12-29,Pine Valley Pioneers,Lakeshore Lynx,1,Reese Walker,18,0,7,3,6,0,0,1,1,1,5,6,0,1,1,0,0,6,
MH-2025,G009,2025-12-29,Pine Valley Pioneers,Lakeshore Lynx,1,Hayden Young,18,0,8,4,5,0,0,0,0,1,2,3,1,2,1,0,1,1,
MH-2025,G009,2025-12-29,Pine Valley Pioneers,Lakeshore Lynx,1,Rowan Allen,21,1,2,1,2,0,0,0,0,0,4,4,5,1,1,0,1,8,
MH-2025,G009,2025-12-29,Pine Valley Pioneers,Lakeshore Lynx,1,Logan Scott,22,1,10,4,6,0,1,2,5,0,2,2,1,2,0,2,2,2,
MH-2025,G009,2025-12-29,Pine Valley Pioneers,Lakeshore Lynx,1,Blake Hill,20,0,7,3,3,0,0,1,1,0,2,2,3,1,0,0,2,1,
MH-2025,G009,2025-12-29,Lakeshore Lynx,Pine Valley Pioneers,0,Elliot Green,40,1,14,6,14,1,4,1,2,0,10,10,4,2,3,0,3,-2,
MH-2025,G009,2025-12-29,Lakeshore Lynx,Pine Valley Pioneers,0,Emerson Adams,40,1,6,3,11,0,4,0,1,2,9,11,7,3,0,2,3,-6,
MH-2025,G009,2025-12-29,Lakeshore Lynx,Pine Valley Pioneers,0,Kai Baker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OUT - Injury
MH-2025,G009,2025-12-29,Lakeshore Lynx,Pine Valley Pioneers,0,Jules Nelson,40,1,14,5,11,1,3,3,4,1,6,7,5,4,1,1,6,-7,
MH-2025,G009,2025-12-29,Lakeshore Lynx,Pine Valley Pioneers,0,Marley Carter,40,1,14,6,12,0,0,2,2,1,4,5,4,0,2,1,2,-3,
MH-2025,G009,2025-12-29,Lakeshore Lynx,Pine Valley Pioneers,0,Sage Mitchell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OUT - Injury
MH-2025,G009,2025-12-29,Lakeshore Lynx,Pine Valley Pioneers,0,Spencer Perez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OUT - Injury
MH-2025,G009,2025-12-29,Lakeshore Lynx,Pine Valley Pioneers,0,Dakota Roberts,36,1,9,3,4,1,1,2,2,1,4,5,5,0,0,0,4,-6,
MH-2025,G010,2026-01-01,Pine Valley Pioneers,Lakeshore Lynx,1,Quinn Anderson,31,1,12,5,11,0,2,2,2,1,7,8,7,0,1,0,2,-1,
MH-2025,G010,2026-01-01,Pine Valley Pioneers,Lakeshore Lynx,1,Avery Clark,21,0,3,1,3,1,2,0,0,0,1,1,4,0,0,0,3,-4,
MH-2025,G010,2026-01-01,Pine Valley Pioneers,Lakeshore Lynx,1,Parker Lewis,31,1,15,7,12,0,0,1,1,1,3,4,4,4,0,1,1,-6,
MH-2025,G010,2026-01-01,Pine Valley Pioneers,Lakeshore Lynx,1,Reese Walker,29,1,16,8,15,0,0,0,0,2,4,6,2,1,0,0,3,-4,
MH-2025,G010,2026-01-01,Pine Valley Pioneers,Lakeshore Lynx,1,Hayden Young,15,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,4,-3,
MH-2025,G010,2026-01-01,Pine Valley Pioneers,Lakeshore Lynx,1,Rowan Allen,27,1,5,2,4,0,1,1,1,3,0,3,4,1,0,2,1,0,
MH-2025,G010,2026-01-01,Pine Valley Pioneers,Lakeshore Lynx,1,Logan Scott,30,1,13,6,8,0,0,1,1,1,3,4,2,0,2,0,1,0,
MH-2025,G010,2026-01-01,Pine Valley Pioneers,Lakeshore Lynx,1,Blake Hill,16,0,4,2,2,0,0,0,0,0,1,1,0,0,1,0,0,-2,
MH-2025,G010,2026-01-01,Lakeshore Lynx,Pine Valley Pioneers,0,Elliot Green,40,1,14,5,19,2,5,2,3,5,6,11,5,2,0,2,2,8,
MH-2025,G010,2026-01-01,Lakeshore Lynx,Pine Valley Pioneers,0,Emerson Adams,23,0,18,7,10,2,2,2,2,0,4,4,2,2,0,0,5,6,
MH-2025,G010,2026-01-01,Lakeshore Lynx,Pine Valley Pioneers,0,Kai Baker,37,1,11,4,9,1,2,2,2,3,2,5,0,3,0,0,1,4,
MH-2025,G010,2026-01-01,Lakeshore Lynx,Pine Valley Pioneers,0,Jules Nelson,24,1,11,5,8,0,0,1,1,0,3,3,2,0,4,0,3,0,
MH-2025,G010,2026-01-01,Lakeshore Lynx,Pine Valley Pioneers,0,Marley Carter,29,1,14,6,13,0,0,2,3,0,2,2,3,6,0,0,2,7,
MH-2025,G010,2026-01-01,Lakeshore Lynx,Pine Valley Pioneers,0,Sage Mitchell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OUT - Injury
MH-2025,G010,2026-01-01,Lakeshore Lynx,Pine Valley Pioneers,0,Spencer Perez,19,0,4,2,4,0,1,0,0,4,5,9,1,0,0,0,2,2,
MH-2025,G010,2026-01-01,Lakeshore Lynx,Pine Valley Pioneers,0,Dakota Roberts,28,1,7,3,4,0,0,1,1,0,4,4,7,2,1,0,2,1,
MH-2025,G011,2026-01-04,Lakeshore Lynx,Pine Valley Pioneers,1,Elliot Green,24,1,7,3,7,0,0,1,2,2,1,3,3,2,1,3,4,-9,
MH-2025,G011,2026-01-04,Lakeshore Lynx,Pine Valley Pioneers,1,Emerson Adams,40,1,15,6,20,1,6,2,2,0,6,6,2,1,0,1,3,-5,
MH-2025,G011,2026-01-04,Lakeshore Lynx,Pine Valley Pioneers,1,Kai Baker,40,1,11,4,14,1,3,2,2,1,2,3,2,3,0,0,2,-14,
MH-2025,G011,2026-01-04,Lakeshore Lynx,Pine Valley Pioneers,1,Jules Nelson,28,1,18,7,12,1,2,3,3,0,3,3,5,3,1,0,3,-3,
MH-2025,G011,2026-01-04,Lakeshore Lynx,Pine Valley Pioneers,1,Marley Carter,16,0,0,0,2,0,0,0,1,0,1,1,2,0,0,0,2,-6,
